back	adv.回原处?n.背?后面?adj.后面的?v.后退
everest	n.珠穆朗玛峰(世界最高峰)
Monroe	n.门罗(m)
jawbone	n.颚骨? 下颚骨? 信用 v赊买
selective	adj.选择的? 选择性的?adj.选择的， 选择性的； 精挑细选的
Iraq	n.伊拉克共和国
grande	adj.重大的，显要的
facelift	n.整容手术（除去面部皱纹）
massif	n.山丘
wireless	adj.无线的?n.无线
sterilize	v.杀菌? 消毒? 使成不毛
reenter	n.重进入? 再加入?v.重返
logic	n.逻辑? 逻辑学?adj.逻辑的
rapport	n.和谐? 亲善
gripe	n.紧握? 柄?v.握紧
socialization	n.社会化? 社会主义化
Irish	n&a.爱尔兰人(的)?爱尔兰语（的）
conglomerate	v.聚结?n.企业集团
gang	n.(一)伙? (一)群?vi.合伙?n.一帮，一伙；帮派
railhead	n.铺设中的铁路末端? 终点
preferential	adj.优先的；选择的
cerebral	adj.脑的? 大脑的?adj.大脑的； 理智的
Kenya	n.肯尼亚
alphabet	n.字母表
cleanly	adv.干净地? 清洁地
quina	n.[植]金鸡纳树皮? 奎宁
unresolved	adj.未解决的，未决定的
lunch	n.午餐
exhilarate	v.使高兴? 使愉快
choreography	n.舞蹈术? 舞台舞蹈
teem	v.大量出现?vi.充满， 到处都是
lately	adv.近来? 最近
premiere	v.初次公演?n.初次的演出?adj.杰出的
screening	n.放映?v.遮蔽?筛选
Austrian	n.奥地利人?adj.奥地利的? 奥地利人的
watershed	n.分水岭
periodization	n.(历史等的)时期(或时代)划分
homemaker	n.主妇
substrate	n.（土地）底层?基础
sustenance	n.食物? 生计? (受)支持?n.食物； 生计； 维持
charitable	adj.慈善事业的?慷慨的?仁慈的
tremendously	adv.非常地?可怕地?惊人地
outlook	n.景色? 展望
perceptive	adj.感知的?知觉的?adj.感知的， 知觉的； 有洞察力的， 理解力强的
legacy	n.遗赠(物)? 遗产
painstaking	n.辛苦?adj.辛苦的? 辛勤的?adj.煞费苦心的， 勤勉的
unsure	adj.没有自信的? 不确定的
loess	n.黄土
reflectivity	n.反射率
dishabituate	vt.使戒除(或放弃)习惯?使不习惯
roughness	n.粗糙? 未加工? 粗糙程度
responsiveness	n.响应能力?有同情心
electro	n.电镀物品? 电版
alkaline	adj.碱性的，碱的
ballad	n.民歌? 流行歌曲
ratify	v.批准? 认可?vt.正式批准， 使正式生效
conflate	v.合并
cardboard	n.纸板
catechism	n.问答教学法? 问答集
convection	n.传送? 对流?n.对流； 传送
rewrite	v.重写? 改写
counterbalance	v.使平均? 弥补?n.平衡量? 平衡力
creditor	n.债权人
regionalization	n.分成地区? 按地区安排
cany	adj.藤的?状似手杖的
telescopic	adj.望远镜的?[眼科] 远视的
crayfish	n.小龙虾
geophysical	adj.地球物理学的
synchronize	v.同步?v.同步， 同时发生
fluffy	adj.绒毛似的? 蓬松的
militarily	adv.以武力? 以军事行动
enforcer	n.实施者?强制执行者
ostracize	v.(古希腊)贝壳放逐法? 放逐? 排斥
chronobiology	n.[生]时间生物学? 生物钟学
thinker	n.思想者? 思想家? 心智
songwriter	n.歌曲作家，歌曲作者
spotlight	n.聚光灯
inducement	n.诱因? 刺激物
vogue	n.、a流行（的）? 时髦（的）?adj.流行的， 时髦的?n.时尚，风气，流行
overgeneralize	v.太笼统地概括
keplerian	adj.开普勒理论的?开普勒定律的
grinder	n.磨工? 研磨者
Galilean	adj.伽利略的? 加利利的（位于巴基斯坦北部）
align	v.排列，使结盟?v.结盟； 排整齐； 校准； 使一致
diffusely	adv.广泛地?扩散地
caucasian	n.高加索人?adj.高加索的? 白种人的
Korean	n.韩国人? 韩国语 a朝鲜人的? 朝鲜语的
crescent	n.新月? 月牙?adj.新月形的；逐渐增强的?n.新月； 新月形， 月牙形
surrender	v&n.放弃? 投降?v.投降；放弃，交出?n.投降； 屈服， 屈从； 放弃
gospel	n.〈圣经·新约〉福音书?n.准则， 信条； 绝对真理； [G-]福音； 福音音乐； 训示
thirst	n.口渴?热望?v.渴望
ductless	adj.无导管的
garland	n.花环 vt戴花环
recreate	v.(使)得到休养? (使)得到娱乐
uncritical	adj.无批判力的?不加批判的
resonator	n.共鸣器
Jewett	n.朱厄特（姓氏）
chaotic	adj.混乱的? 无秩序的?adj.混乱的， 无秩序的
fen	n.沼泽? 沼池
pretension	n.借口? 要求? 自负?n.要求， 主张； 自命不凡； 虚饰
remuneration	n.报酬
expressiveness	n.表现? 表示
scant	adj.缺乏的?不足的 v节省?减少
pancreatic	adj.胰的?胰腺的
pancreas	n.[解]胰腺?n.胰腺
juice	n.(水果)汁? 液?vt.榨出汁液?n.汁， 液
celebratory	adj.快乐的
digestion	n.消化力? 领悟
endocrinology	n.内分泌学
intestinal	adj.肠的
secretin	n.分泌素
hamlin	n.哈姆林（姓氏）
crustacean	adj.甲壳类的?n.甲壳纲动物?n.甲壳类动物
dragon	n.龙? 凶暴的人
lobster	n.龙虾
bliss	n.福佑? 天赐的福?v.狂喜
empress	n.皇后? 女皇帝? 皇太后? 极有权力的女人?n.女皇， 皇后
pomegranate	n.[植]石榴
misunderstand	v.误解? 误会
spatter	v.溅污 n滴落
refurbish	v.再磨光? 刷新?vt.再装修， 重新装饰
mottle	v.使有斑点 n杂色? 斑点
doubtful	adj.可疑的? 不确的? 疑心的
idealization	n.理想化? 理想化的事物
fidelity	n.忠实? 诚实? 忠诚? 保真度? (收音机? 录音设备等的)逼真度? 保真度? 重现精度?n.忠诚， 忠实； 精确， 逼真
appreciably	adv.略微? 有一点
interdependent	adj.相互依赖的?互助的
understandably	adv.可理解地
misunderstanding	n.误会? 误解
emblem	n.象征? 徽章?vt.用象征表示?n.徽章； 标记， 象征
lyrical	adj.抒情诗调的? 充满感情的
Yuan	n.元(中国货币单位)
victimize	v.使牺牲?使受害
uppermost	a&ad.至上的，最高的?adv.在最上面， 在最重要的位置?adj.最高的，最上面的；最重要的
cheater	n.骗子? 欺诈者? 背叛者
beggar	n.乞丐
siliceous	adj.硅酸的；硅土的
ape	n.猿
discontent	n.不满a不满的vt使不满
tressed	adj.有一绺绺长发的
rib	n.肋骨vt戏弄
bongo	n.非洲产大羚羊? 一种用手指敲的小鼓
recital	n.朗诵? 背诵? 独奏会?n.音乐演奏会； 诗歌朗诵会； 赘述
restaurant	n.餐馆? 饭店
stir	n.轰动? 搅动?v.搅拌?激起?v.搅拌；煽动；激发，打动；行动，活动?n.搅拌， 搅动； 激动， 震动
woodwind	n.木管乐器
unsuccessful	adj.不成功的?失败的
seeker	n.搜索者? 探求者
unfavorably	adv.不利地?不适宜地
chronological	adj.按年代顺序排列的?adj.按年代顺序排列的， 年代学的
pylon	n.塔门? 路标塔
decease	n.死亡?v.死
cult	n.祭仪? 礼拜式
colonel	n.陆军上校? 团长
federalist	n.联邦党?联邦制拥护者
biographical	adj.传记的?传记体的
sonar	n.声纳? 声波定位仪
perennial	adj.终年的? 长期的
infiltration	n.渗透
breakage	n.破坏? 破损? 破损量
apace	adv.快速地? 急速地
herbicide	n.除草剂
compactness	n.紧密? 简洁
springboard	n.跳板vi利用跳板
genu	n.膝
localization	n.地方化? 局限? 定位
airborne	adj.空运的? 空气传播的?adj.空气传播的； 空运的
rarity	n.稀有
fend	v.保护? 供养
beneficiary	n.受惠者? 受益人
genotype	n.基因型
affordable	adj.负担得起的
myxoma	n.[医]粘液瘤
reply	n.答复? 答辩v答复? 回击
importation	n.进口? 输入品
intaglio	n.凹雕? 阴雕vt凹雕
elaboration	n.苦心经营? 详尽的细节
congenital	adj.先天的?天生的?天赋的
blockage	n.封锁? 妨碍
photodissociation	n.[物][化]光离解?光解 (作用)?n.光解
survivor	n.生还者? 残存物
uninhabited	adj.无人居住的?杳无人迹的
aphid	n.[动]蚜虫
weekend	n.周末? 周末休假 a周末的
Miami	n.迈阿密(美国佛罗里州达东南部港市)
weekday	n.周日? 平日
airway	n.空中航线? 通风孔
outgassing	n.除气 v除气 a释气的
overrun	n.泛滥成灾 v超过? 泛滥?v.超过，溢出；泛滥；横行?n.泛滥； 超出的部分
fever	n.发烧? 狂热 v(使)发烧? 狂热
Netherland	n.荷兰
incorrectly	adv.错误地?不适当地
Athens	n.雅典(希腊首都)
tollgate	n.征收通行税的关卡? 关门
bravely	adv.勇敢地
unwilling	adj.不愿意的?不情愿的
impressively	adj.令人难忘地? 令人印象深刻地
overkill	n.过度的杀伤威力?v.超量杀伤
Athenian	n./a雅典(人)(的)
outskirt	n.外边? 郊区
milligram	n.毫克
supplier	n.供应者? 补充者?n.供应者， 供应商， 供货方
closeness	n.紧闭? 狭窄
stately	adj.庄严的? 堂皇的
infinitesimally	adv.极小地
viability	n.生存能力
lyric	n.抒情诗? 歌词?adj.抒情的?n.抒情诗；
uranus	n.天王星
rocket	n.火箭
keelboat	n.一种河船
manageable	adj.易处理的，易管理的
metaphor	n.隐喻? 暗喻?n.隐喻， 暗喻
disaffection	n.不满
requisition	n.正式请求；征用
reprint	v.再版
cheerful	adj.愉快的? 高兴的
entwine	v.(使)缠住? (使)盘绕
impermeable	adj.不能渗透的?adj.不可渗透的， 不透水的
condenses	v.浓缩? 压缩
pork	n.猪肉
looseness	n.松开? 解除
anchor	n.锚 v抛锚?v.抛锚；使固定；扎根，基于；主持?n.锚； 给人安全感的物， 精神支柱
governmental	adj.政府的
obey	v.服从? 顺从
romanize	v.古罗马化? 用罗马字书写
teacup	n.茶杯
allay	v.减轻? 减少?vt.减轻， 减少
characterization	n.描述? 人物之创造
earthen	adj.土制的? 陶制的
insistence	n.坚持? 坚决主张?n.坚持， 坚决主张
whence	adv.从何处；从那里
nonporous	adj.无细孔的
fork	n.叉? 叉状物 vi分叉
deed	n.行为，事迹；契约
southernmost	adj.最南的
landless	adj.无土地的，无陆地的
enhancement	n.增进? 增加
indeterminate	adj.不确定的? 含混的
unbalance	v.使失衡?使精神紊乱n失衡
conclusively	adv.最后地? 确定地
fortuitous	adj.偶然的? 幸运的?adj.偶然的， 意外的
hieroglyph	n.象形文字? 图画文字?n.象形文字， 象形符号
admirable	adj.令人钦佩的?令人赞赏的
democratization	n.民主化
peacefully	adv.平静地? 和平地
upheaval	n.剧变?n.剧变， 动乱， 大变动
inflection	n.变形
stocking	n.长袜
radiometric	adj.辐射测量的? 辐射度的
balkan	n&a.巴尔干半岛(的)
thwart	v.阻挠?vt.阻碍； 使…受挫
hieratic	adj.僧侣的? 僧侣用的?adj.僧侣的；
fibrous	adj.含纤维的? 纤维性的?adj.含纤维的； 纤维状的
pedagogic	adj.教师的? 教育学的? 教授法的
floe	n.大浮冰? 浮殡冰块
bony	adj.多骨的? 瘦骨嶙峋的?adj.瘦骨嶙峋的； 似骨的； 多骨的
synonym	n.同义字?n.同义词
listener	n.收听者? 听众
conductivity	n.传导性? 传导率?n.传导性； 传导率
physiology	n.生理学?n.生理学； 生理机能
miocene	adj.中新世的? 中新统的
eletricity	n.电? 电学
nowhere	adv.无处?任何地方都不
depiction	n.描写? 叙述
gun	n.炮? 枪
groom	v.刷洗 n新郎；马夫?v.刷洗；梳理毛发；培养，
unfair	adj.不公平的
prickly	adj.多刺的
recurrent	adj.再发生的? 周期性的
pear	n.梨子? 梨树
monoid	n.独异点
affront	v.侮辱，冒犯
harper	n.弹竖琴者? 竖琴师
discernible	adj.可辨别的
selfish	adj.自私的
Maine	n.缅因州(美国东北角的州)
fad	n.时尚? 一时流行的狂热
secretary	n.秘书? 部长
shy	adj.怕羞的? 畏缩的
catchment	n.排水?集水
tambourine	n.小手鼓
fluidity	n.流动性?变移性
unhindered	adj.无阻的? 不受阻碍的
fleet	n.舰队 v疾驰?掠过
almanac	n.历书? 年鉴
breathtaking	adj.令人赞叹的? 壮观的
coniferous	adj.松类的? 结球果的
loyalist	n.忠诚的人? 反对独立者
pray	v.祈祷? 恳求
incoming	adj.引入的?adj.引入的；新任的；正来临的，刚收到的?n.进来，到来；
unpredictably	adv.不可预见地? 不能预料地
scraping	v&n.刮，擦
reorganize	v.改组? 整顿
Turkic	n.土耳其语(的)? 土耳其语系者(的)
immature	adj.不成熟的? 未完全发展的?adj.未成熟的， 未充分发展的
accuracy	n.精确性? 正确度?n.准确， 精确
momentarily	adv.暂时地? 立刻地
overconfident	adj.自负的? 过于自信的
expansionist	n&a.扩张主义(的)
boss	n.老板? 上司 vt指挥
crowbar	n.撬棍? 铁橇
interdependence	n.互相依赖
till	prep.直到? 在以前
inappropriate	adj.不适当的? 不合宜的
jar	n.罐子 v刺激，震动?v.震动；冲突，抵触；感到不快?n.坛子； 广口瓶
residue	n.残渣? 剩余物?n.剩余物， 残余物
enterprising	adj.有事业心的? 有进取心的
moisten	v.弄湿 vi变潮湿
medicinal	adj.药物的，治疗的
tribespeople	[复]n.部落(或宗族等)成员
unattractive	adj.无魅力的? 无吸引力的
envelope	n.信封? 封套?n.信封
crucible	n.坩锅? 严酷的考验
misty	adj.有薄雾的
unbreakable	adj.不易破碎的? 牢不可破的
thumb	n.拇指
intermittently	adv.间歇地
flotation	n.浮选
healthful	adj.有益健康的
hydration	n.水合作用
leafcutter	n.[昆]南美切叶蚁
zagros	n.扎格罗斯山脉[伊朗西南部]
Arabian	n.阿拉伯人 a阿拉伯(人)的
willingness	n.乐意? 愿意
marketplace	n.集会场所? 市场
unconsciously	adv.无意识地；不觉察地
forebear	n.祖先? 祖宗
topography	n.地形学?n.地形学； 地形， 地貌
clergyman	n.牧师? 教士
perm	v./n电烫（头发）
Haiti	n.海地
disintegrate	v.分裂成小片，瓦解?v.瓦解； 碎裂
moody	adj.易怒的? 情绪化的
faithful	adj.守信的? 忠实的
kink	n.结 v纠结?纽绞
hydroelectric	adj.水力电气的
favorably	adv.赞同地? 亲切地
proud	adj.自豪的? 得意的
preferably	adv.更好地?宁愿
driveway	n.车道
spacecraft	n.太空船?n.航天器， 宇宙飞船
hermit	n.隐士? 隐居者
hurry	v.赶紧?匆忙?v.使加快，催促；赶快，匆忙?n.急忙， 匆忙， 仓促
pathway	n.路? 径
guideline	n.方针?n.指导方针，指导原则
November	n.十一月(略作Nov)
lvory	n.象牙
deluge	n.洪水? 豪雨
minutely	adj.每分钟的?持续的
landlocked	adj.陆地包围的? 内陆水域的
monolithic	n.单片电路? 单块集成电路
cohesiveness	n.粘合? 凝聚性
peculiarly	adv.古怪地? 特有地
oceanographic	adj.海洋学的
turnip	n.[植]芜箐(甘蓝)
deck	n.甲板? 舰板
congestion	n.拥塞? 充血
engender	v.造成
workplace	n.工作场所
meticulous	adj.一丝不苟的? 缜密的?adj.细心的， 小心翼翼的
fluent	adj.流利的? 流畅的
impermanence	n.暂时? 无常
impenetrable	adj.不能穿过的? 不可理喻的?adj.不能穿透的； 不可理解的， 高深莫测的
expendable	n.消耗品? 可牺牲的
undeniable	adj.不可否认的? 无可辩驳的
backbreaking	adj.非常辛苦的?极累人的
commercialize	v.使商业化
landsman	n.同胞?同乡
albedo	n.[天文](星体)反照率
verbalizable	adj.可用言辞表达的
gist	n.要点? 要旨?n.主旨， 要点， 大意
doll	n.洋娃娃? 玩偶
forefront	n.最前部? 最前线?n.最前沿， 最前线； 中心
classicism	n.古典主义?古典风格
foresight	n.远见? 深谋远虑
infertile	adj.贫瘠的? 不能生育的
horticultural	adj.园艺的
parcel	n.包裹 vt打包? 捆扎
hospitalize	v.就医? 使住院
scanty	adj.缺乏的?不足的
verbally	adv.用言辞地? 口头地
juicy	adj.多汁(液)的
physiologically	adv.生理上? 在生理学上
chipmunk	n.[动] 花栗鼠
birthday	n.生日
jay	n.松鸡；鸟
wine	n.(葡萄)酒
circumstantially	adv.因情形地? 附随地
repute	n.名誉? 名声 v认为?v.称为，认为?n.名声， 名誉
grizzly	adj.灰(白)色的
zoo	n.动物园
Americanism	adj.美国所创? 美国风俗? 美国精神
implicate	v.含意? 暗示
shortwave	n.短波
processor	n.加工业者；处理机
fleshy	adj.肉的? 多肉的
fallout	n.辐射微尘? 原子尘? 附带结果
pluralism	n.复数? 兼职?n.多元化， 多元性； 多元主义
alumnus	n.男毕业生? 男校友?n.校友，毕业生
tenet	n.原则?n.原则； 信条； 教义
logger	n.樵夫? 圆木装车机
geochemical	adj.地球化学的
cloudlike	adj.云雾状的
aide	n.助手? 副官
vegetative	adj.植物生长的?植物人状态的?adj.植物的； 有生长力的
quickest	adj.最快的
overgrow	v.长满
enlargement	n.放大
downhill	adv.下坡；向下
idiomatic	adj.地道的 成语的
chromosphere	n.色球
nonproductive	adj.非生产性的
grammar	n.文法
caliber	n.口径? 才干
photosphere	n.光球
millet	n.[植]稷? 粟
ruler	n.统治者? (直)尺
intimacy	n.亲密? 隐私
coalescence	n.合并? 接合
tantamount	adj.同等的?相当于
rag	n.抹布
zero	num.零点? 零度
forever	adv.永远? 永恒
preen	v.整理羽毛，(人)打扮修饰
marvelously	adv.奇迹般地?奇异地
cavalry	n.骑兵
unacceptable	adj.不能接受的? 不受欢迎的
unprofitable	adj.没有利润的? 无益的
fray	n.吵架?v.磨破，恼火?vi.磨损，磨破；烦躁，恼火?n.争斗
reradiate	vt.再辐射(转播)
tinge	n.(清淡的)色调 vt给…着色
weld	v& n.焊接，焊缝
fanners	n.电风扇?通风机
attractiveness	n.魅力? 吸引力
unparalleled	adj.无比的? 空前的?adj.空前的， 无比的
saddle	n.鞍；(自行车)座 vt装鞍?n.马鞍；车座?vt.给…备鞍
dyestuff	n.染料
disadvantageous	adj.不利的
southerner	n.南方人? 居住在南方的人
drab	adj.土褐色的? 单调的
resourcefulness	n.足智多谋
micronesian	n&a.密克罗尼西亚人(的)
outrigger	n.(承力外伸)支架
ere	pron&conj.在…之前
usable	adj.[亦作useable] 可用的? 合用的
anew	adv.重新? 再
ironically	adv.具有讽刺意味地；嘲讽地
genre	n.类型? 流派?n.类型； 流派
visually	adv.在视觉上地? 真实地
primacy	n.首位
sago	n.西米? 西米椰子
breadfruit	n.面包果树
taro	n.芋头
sugarcane	n.[植]甘蔗
predetermine	v.预先确定
nobody	pron.无人? 没有任何人
unsuspected	adj.未知的? 未被怀疑的
nitrate	n.[化]硝酸盐? 硝酸钾
exportation	n.出口
extremity	n.极度，绝境?n.末端； 极端， 极度
converse	v.交谈 n反面说法 a相反的?vi.交谈，会话?adj.逆向的，相反的?n.相反的事物； 反面
grounding	n.基础训练? 染色的底色? [电]接地
spillage	n.溢出? 溢出量
curiously	adv.好奇地
redesign	v&n.重新设计
citizenry	n.公民成市民(集合称)
scenario	n.剧情说明书，剧本
wad	n.填料 vt填塞
smelter	n.熔炉? 熔炼工
diamond	n.钻石?金钢石
crook	v.使弯曲
pennycress	n.[植]菥蓂
hydroponically	n.水耕法? 水栽培
petiole	n.叶柄? 柄部
conveniently	adv.方便地；合宜地
paramount	adj.极为重要的?adj.至为重要的； 最高权力的， 至尊的
